genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
Drama,Les jolies choses,"Lucie, who works as a white-hot fashion model, exhibits a dominant, often controlling, ""Type A"" personality, whereas identical twin Marie consistently projects a backward, reserved, laconic and unassuming attitude. When Lucie receives a covetable French recording contract, a significant problem stands in her way: the inability to sing. Marie possesses the voice of an angel, however, and quickly jets off to Paris to stand in for her sister, unannounced - little realizing the dangerous and even violent string of consequences that she is igniting.",2001-11-14,3.504,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/rdtgPjavzNUybswrDFvrOTlwSDf.jpg,105,Gilles Paquet-Brenner,Les jolies choses
Drama,Les corps impatients,"Paul and Charlotte are in love. Charlotte discovers she has a grave malady and Paul supports her. But Paul is also attracted to Ninon, another girl. Charlotte accepts Paul to have an affair with her, and the three start a difficult and ambiguous relationship.",2003-04-23,3.408,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/oWnDpSYghEPDRkx5B0kGmWzuP40.jpg,94,Xavier Giannoli,Les corps impatients
Comedy,La Vérité si je mens ! 2,"Eddie, Dov, and Yvan are back, still working in Paris' Sentier textile district, This time they're confronting the high-stakes world of large distribution after striking a deal with Eurodiscount, a European hypermarket chain.",2001-02-07,5.463,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3RiKoJZH66N1oF4bH3lLsZvwiik.jpg,105,Thomas Gilou,"La Vérité si je mens ! 2, La vérité si je mens, la suite, La vérité si je mens - La grande distrib!"
Documentary,Attention danger travail,"With the energy of the dying, those in power apply themselves to reasserting the value of work – with force, if need be. But more and more workers have understood that, to truly value their work, they have to do without it. They also have to get rid of the society of consumption that goes along with it. It may not be easy, but it is certainly amusing. We present a panorama of a mass desertion destined to spread.",2003-10-08,0.981,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/kwEbBkqhSVKXWQc7Eki2u1Zp2Pu.jpg,109,"Pierre Carles, Christophe Coello, Stéphane Goxe",Attention danger travail
"Documentary, History","Massoud, l'Afghan","The friendship between Christophe de Ponfilly and Commander Massoud, a legendary figure of the Afghan resistance against the Soviet invader, goes back to the filmmaker's first film, ""A Valley Against an Empire"", made in 1981. Fifteen years later, weakened, isolated, betrayed by many of his own, the ""Lion of Panshir"" has not surrendered to his new and implacable enemies, the Taliban. While preparing his next offensive, he evokes his commitment and his fights, and bears witness to a history in which he has been one of the main actors for twenty years. At the same time, the director questions the role and power of the media, as well as his own approach as a filmmaker. Commander Massoud was killed in an attack in September 2001.",1998-09-30,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hgt981hu57KuJLPcHIvlRFhRpVm.jpg,89,Christophe de Ponfilly,"Massoud, l'Afghan"
"Drama, Family","Pom, le poulain","Description : In the forest the mare Mirabelle has more than one reason to be proud : she's the mother of Pom and the best horse in the team to help the forestry workers. She loves towing the cut trunks with the other horses and the dockers. But then, she's held wrongly responsible for an accident in which the boss's son has got injured. She's sold and separated from her foal.",2006-07-19,0.778,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/uJ2vLoJKTVMdBOzCleU94c4FwnP.jpg,85,Olivier Ringer,Le Poulain
Comedy,Jimmy Hollywood,"Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems with short-term memory. Jimmy's vigilante alter ego soon becomes a media wonder--but Jimmy remains a total unknown and his long-suffering girl friend Lorraine is getting fed up with the whole situation.",1994-03-30,5.161,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sTLLLD6shSp6lrbIKa4v5N4wDso.jpg,112,Barry Levinson,Jimmy Hollywood
"Comedy, Drama",Je suis né d'une cigogne,"Three French pals take to the road in a stolen car and discover a talking, wounded stork — who claims to have deserted the Algerian army — and help it to escape to the home of a relative in Germany.",1999-11-24,1.17,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sbQaEm4BgpvYFW0M06sLqyrn6v.jpg,80,Tony Gatlif,Je suis né d'une cigogne
Comedy,Pédale douce,"A closeted gay man's attempt to ""act straight"" for the sake of his job has unexpected consequences.",1996-03-27,4.884,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/eTsacNYD4grU2dAnINLUcttxzY2.jpg,100,Gabriel Aghion,Pédale douce
"Drama, Crime, Thriller",13 m²,"Jose is looking for a way out of his small time banlieue deals. When he overhears a conversation between his girlfriend and his step-brother,he might just have found a very lucrative way.Together with his two best friends,he decides to attack an armored vehicle, full of cash. But everything goes wrong and they're forced into hiding,in a 13 square meters bunker. There, they will have to test their friendship, their motivations, as every move outside triggers even more, paranoia.",2007-06-20,1.744,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/x0emlDBvjgt3OZ2Vxee9sygH64v.jpg,84,Barthélémy Grossmann,"13 m², 13m2"
Drama,Gainsbourg (vie héroïque),"A glimpse at the life of French singer Serge Gainsbourg, from growing up in 1940s Nazi-occupied Paris through his successful song-writing years in the 1960s to his death in 1991 at the age of 62.",2010-01-20,7.063,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/e1zGOGjIVxzRudOq0SQteQQKfmr.jpg,130,Joann Sfar,Gainsbourg (Vie héroïque)
Thriller,City of Ghosts,A con man  who is on the run from law enforcement in the U.S. travels to Cambodia to collect his share in an insurance scam but discovers more than he bargained for.,2002-09-10,6.022,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1nZbFdgEjJELfbZeXWLjXx5evHa.jpg,116,Matt Dillon,City of Ghosts
"Action, Adventure, Thriller",Death Toll,"New Orleans has the No. 1 per capita murder rating in the nation. A decade earlier, the city was dubbed the ""Murder Capital of the Country"". Drugs and violence controlled the streets, taking a toll on the city's law enforcement, neighborhoods, and its people. ""Death Toll"" illustrates this dark chapter in the city's history.",2008-04-15,2.888,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mWmQpbkrbYR3yZ49nVjqG2KrkOB.jpg,90,Phenomenon,Gun's Fight
"Drama, Action, Comedy, Thriller, Romance",Beautiful Joe,An extremely nice guy falls for a really bad girl,2000-06-09,3.503,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/112w8czibDADH2Pnqg7Ez1aR4Kf.jpg,98,Stephen Metcalfe,Une blonde en cavale
"Romance, Drama, History, War",Sous les bombes,"In the wake of Israel's 2006 bombardment of Lebanon, a determined woman finds her way into the country convincing a taxi driver to take a risky journey around the scarred region in search of her sister and her son.",2007-09-02,2.172,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/aQYXEQSqN3hNa6TEOGPO4y9EsOn.jpg,98,Philippe Aractingi,Sous les bombes
Comedy,Aprile,"Nanni Moretti takes another look at the ebbs and flows of his life in April 1996, as he becomes a father for the first time and seems unable to focus on his documentary about the upcoming national elections.",1998-03-27,5.399,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bUIgUu5ZahvuAqk0mEO7HKmTFNV.jpg,78,Nanni Moretti,Aprile
"Crime, Drama",Comme un aimant,"The story of a group of friends, all around 30, who live in the Le Panier district of Marseille, France. It's not a bad life, made up of slightly shady dealings, nights out, sun and just hanging out. But the neighborhood is an inescapable presence. Over a period of a few summer days, their carefree lives will plunge into a predictable tragedy.",2000-05-31,0.844,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zBkpmuyoLbXiBLwhrLm2KvORibv.jpg,90,"Akhenaton, Kamel Saleh",Comme un aimant
Drama,Ça commence aujourd'hui,"In a mining town which has been blighted by economic downturns, an elementary school headmaster struggles to obtain social services on behalf of his students.",1999-03-12,2.308,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gq61g2yRffztbKf6yDWv48Dw3l9.jpg,117,Bertrand Tavernier,Ça commence aujourd'hui
"Comedy, Romance, Family",Jusqu'à toi,"Jack is encouraged to take the romantic Paris vacation he won, despite just being dumped by his girlfriend. His trip soon devolves into chaos and adventure, when his luggage is swapped for a French businesswoman's belongings who soon takes a liking to his belongings -- especially his shoes -- and sets out to find him.",2009-07-29,3.741,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8D4amgkaqVGIe50oE8wm2b57tox.jpg,81,Jennifer Devoldère,C'est toujours mieux quand on sourit sur la photo
Comedy,Palais royal !,"Eugenia is the queen of an imaginary European country. When her husband dies, quite unexpectedly, the country is left without a king. According to the law, the new king needs to be married so that leaves out the eldest son. Her youngest son, Prince Arnaud is married to the lovely Armelle and they have two young children. They become the future rulers of the kingdom.",2005-11-23,5.384,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hBosGHhilFo9KVvIaBRxwPx9nAV.jpg,100,Valérie Lemercier,Palais royal!
Drama,Transylvania,"Zingarina arrives in Transylavania, accompanied by her close friend Marie and her guide and interpreter Luminitsa. She is not there only to visit this region of Romania but to trace her lover Milan, a musician who has made her pregnant and who left her without a word of explanation. When she finds him back, he brutally rejects her and Zingarina is terribly upset. She leaves her two companions and having become a wreck she hardly survives by following a wandering little girl. Her destiny changes for the best when she meets Tchangalo, a traveling trader...",2006-09-09,1.905,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/nPt3L5bby1Piw1pRgZTTJduryQa.jpg,103,Tony Gatlif,Transylvania
"Comedy, Drama, Music",Swing,"In a suburb of Strasbourg, Alsace, France, ten year old boy, Max, spends his summer vacation with his grandmother. He hears Manouche gypsy Romani music being played in a local bar, and loves it. He goes to visit the gypsies in search of a guitar, where he meets a young Romani tomboy, 'Swing'. She introduces Max to her gypsy community who live in caravans and down-at-heel public housing. Over several days, Max is taken into the community to witness Romani lifestyle, traditions, knowledge of plants, and particularly their Manouche music. Max is particularly fascinated by Miraldo, the Romani guitarist he first heard in the bar, and asks to take guitar lessons with him (Miraldo is played by one of the greatest guitarists of gypsy jazz, Tchavolo Schmitt).",2002-03-20,1.639,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8516UR3uyqOSu2PoklljX2LepBf.jpg,90,Tony Gatlif,Swing
Comedy,Victor,"When a family wins a contest to adopt Victor, an 85-year-old man, the magazine intern who hatched the idea must undo what has been done.",2009-10-07,3.09,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/u5npOgXu0MDpjghj7Jr9AS3BdeD.jpg,95,Thomas Gilou,Victor
"Drama, Romance",Gabrielle,"Wealthy but arrogant writer Jean Hervey comes home one day to find that his wife, Gabrielle, has left him for another man. Realizing her mistake, Gabrielle returns, and the pair begin a merciless analysis of their marriage as the relationship comes undone.",2005-09-05,2.346,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zRifiILj1SNvXetuBN4qCUV4eHE.jpg,90,Patrice Chéreau,"Trois soirées, Gabrielle"
Drama,Laisve,"A few fugitives... And a very, very long way to freedom.",2000-10-10,1.06,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7AGvLmYvNb57Mz4OETZusdN3mM3.jpg,96,Sharunas Bartas,Freedom
Drama,A casa,"A moving world of spirits and ghosts, condemned to brush against one another without really meeting since they have all emerged from a single perpetual dream: that of a young man who no longer wants to wake up, immersed as he is in this world of fascinating spectres.",1997-10-01,1.128,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/h5zo5SE24cMLgGpgmTQxlQ0cqta.jpg,120,Sharunas Bartas,The House
Drama,Merci la vie,"Camille, a naïve schoolgirl, meets an intriguing influence in Joelle, a slightly older and much more experienced spirit. Camille follows her new friend through the discovery of sex and the darker side of life. As the film progresses, Camille discovers AIDS and the fear that she may have picked up the disease in her early encounters.",1991-03-13,3.434,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7HiCNCihpEyhoztinxU7Xn3vPUr.jpg,117,Bertrand Blier,Merci la vie
"Comedy, Romance",Til There Was You,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.",1997-05-30,4.048,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/ndbW89bKquf5gMXgncY2fCkrIa.jpg,113,Scott Winant,L'amour de ma vie
"Comedy, Drama",Le péril jeune,"Ten years after their Upper Sixth, Bruno, Momo, Leon and Alain meet together in the waiting room of a maternity hospital. The father of the awaited baby is Tomasi, their best friend at that time, who died one month before due to an overdose. They remember their teenage, their laughs, their dreams, their stupid pranks... a description of the French youth in the middle of the seventies.
 Part of ARTE's series ""The high school years"".",1995-01-11,5.327,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/al6sp86pK4JyprrfKJA1OJeUMkM.jpg,101,Cédric Klapisch,"Les années lycée: péril jeune - 1975, Le péril jeune"
